ID,Pharmacy-Name,Phone,Credential,CredentialId,Location,Address,City,State,Concat,Zip,Found,Coordinates,Lats,Long,County,Color,Size,Label,cluster
485,CVS PHARMACY #5263,(860) 595-1750,PCY.0002253,"1,122,178","150 WASHINGTON ST
CT 06106-4405
(41.758225, -72.682282)",150 WASHINGTON ST,HARTFORD,CT,"150 WASHINGTON ST, HARTFORD, CT",06106-4405,Match,"-72.68222,41.759533",-72.68222,41.759533,Hartford County,Orange,Tiny,B,2
486,HIGGANUM PHARMACY,(860) 345-3607,PCY.0002191,"950,970","23 KILLINGWORTH RD
CT 06441-4242
(41.494954, -72.558359)",23 KILLINGWORTH RD,HIGGANUM,CT,"23 KILLINGWORTH RD, HIGGANUM, CT",06441-4242,Match,"-72.55846,41.495846",-72.55846,41.495846,Middlesex County,Purple,Small,D,4
487,RITE AID  #4772,8607494184,PCY.0001671,"198,649","71 PALOMBA DRIVE
CT 06082-3801
(41.989896, -72.571235)",71 PALOMBA DRIVE,ENFIELD,CT,"71 PALOMBA DRIVE, ENFIELD, CT",06082-3801,Match,"-72.572556,41.994995",-72.572556,41.994995,Hartford County,Orange,Tiny,B,2
488,WALGREENS #10203,(860) 585-7426,PCY.0002089,"467,093","25 MAIN ST
CT 06010-6528
(41.668617, -72.943208)",25 MAIN ST,BRISTOL,CT,"25 MAIN ST, BRISTOL, CT",06010-6528,Match,"-72.943275,41.66838",-72.943275,41.66838,Hartford County,Orange,Tiny,B,2
489,WAL-MART PHARMACY #10-2899,860-409-0406,PCY.0001764,"244,347","255 W MAIN ST
CT 06001-4352
(41.669419, -72.885326)",255 W MAIN ST,AVON,CT,"255 W MAIN ST, AVON, CT",06001-4352,Match,"-72.85602,41.813335",-72.85602,41.813335,Hartford County,Orange,Tiny,B,2
490,WAL-MART STORE #2897,(860) 621-9540,PCY.0001746,"232,557","235 QUEEN ST
CT 06489-1915
(41.623058, -72.873124)",235 QUEEN ST,SOUTHINGTON,CT,"235 QUEEN ST, SOUTHINGTON, CT",06489-1915,Match,"-72.87336,41.62588",-72.87336,41.62588,Hartford County,Orange,Tiny,B,2
491,BRASS MILL PHARMACY LLC,(203) 997-2009,PCY.0002329,"1,327,027","1405 E MAIN ST
CT 06705-1081
(41.547599, -73.018974)",1405 E MAIN ST UNIT 3,WATERBURY,CT,"1405 E MAIN ST UNIT 3, WATERBURY, CT",06705-1081,Match,"-73.01897,41.54759",-73.01897,41.54759,New Haven County,Green,Tiny,E,5
492,STOP & SHOP PHARMACY #637,(203) 356-0126,PCY.0001642,"185,419","2200 BEDFORD ST
CT 06905-3905
(41.06854, -73.544635)",2200 BEDFORD ST,STAMFORD,CT,"2200 BEDFORD ST, STAMFORD, CT",06905-3905,Match,"-73.543236,41.06747",-73.543236,41.06747,Fairfield,Red,Tiny,A,1
493,WALGREENS #05948,(203) 639-8166,PCY.0001769,"258,891","425 W MAIN ST
CT 06451-3816
(41.539972, -72.817677)",425 W MAIN ST,MERIDEN,CT,"425 W MAIN ST, MERIDEN, CT",06451-3816,Match,"-72.84074,41.52051",-72.84074,41.52051,New Haven County,Green,Tiny,E,5
494,RITE AID  #922,(860) 274-9191,PCY.0001076,"38,000","1271 MAIN ST
CT 06795-3107
(41.591236, -73.106661)",1271 MAIN ST,WATERTOWN,CT,"1271 MAIN ST, WATERTOWN, CT",06795-3107,Match,"-73.10681,41.591316",-73.10681,41.591316,Litchfield County,Blue,Mid,C,3
495,ANNEX PHARMACY,(203) 287-3127,PCY.0001981,"402,514","2380A DIXWELL AVE
CT 06514-1810
(41.376122, -72.915735)",2380A DIXWELL AVE,HAMDEN,CT,"2380A DIXWELL AVE, HAMDEN, CT",06514-1810,Match,"-72.916016,41.375004",-72.916016,41.375004,New Haven County,Green,Tiny,E,5
496,STOP & SHOP PHARMACY #670,(203) 372-6538,PCY.0001707,"214,917","4531 MAIN ST
CT 06606-1846
(41.222061, -73.21803)",4531 MAIN ST,BRIDGEPORT,CT,"4531 MAIN ST, BRIDGEPORT, CT",06606-1846,Match,"-73.217865,41.221478",-73.217865,41.221478,Fairfield,Red,Tiny,A,1
498,RITE AID  #10372,(203) 484-0431,PCY.0001459,"38,906","1395 MIDDLETOWN AVE
CT 06472-1395
(41.392796, -72.792014)",1395 MIDDLETOWN AVE,NORTHFORD,CT,"1395 MIDDLETOWN AVE, NORTHFORD, CT",06472-1395,Match,"-72.79187,41.393017",-72.79187,41.393017,New Haven County,Green,Tiny,E,5
499,CVS PHARMACY #7856,(203) 299-5486,PCY.0002278,"1,179,472","281 CONNECTICUT AVE
CT 06854-1938
(41.102854, -73.435069)",281 CONNECTICUT AVE,NORWALK,CT,"281 CONNECTICUT AVE, NORWALK, CT",06854-1938,Match,"-73.4345,41.103123",-73.4345,41.103123,Fairfield,Red,Tiny,A,1
500,STOP & SHOP PHARMACY #640,203-299-1718,PCY.0001688,"200,353","385 CONNECTICUT AVE
CT 06854-1805
(41.100367, -73.440807)",385 CONNECTICUT AVE,NORWALK,CT,"385 CONNECTICUT AVE, NORWALK, CT",06854-1805,Match,"-73.441444,41.099922",-73.441444,41.099922,Fairfield,Red,Tiny,A,1
501,"HOWES DRUG & MEDICAL, INC",(203) 878-2441,PCY.0000444,"37,321","78 BROAD ST
CT 06460-3353
(41.221277, -73.058429)",78 BROAD ST,MILFORD,CT,"78 BROAD ST, MILFORD, CT",06460-3353,Match,"-73.058395,41.22127",-73.058395,41.22127,New Haven County,Green,Tiny,E,5
502,CVS PHARMACY #3549,(203) 931-1198,PCY.0002280,"1,184,423","355 CAMPBELL AVE
CT 06516-5329
(41.268081, -72.948398)",355 CAMPBELL AVE,WEST HAVEN,CT,"355 CAMPBELL AVE, WEST HAVEN, CT",06516-5329,Match,"-72.9484,41.2681",-72.9484,41.2681,New Haven County,Green,Tiny,E,5
503,CVS PHARMACY #623,(203) 227-7343,PCY.0001244,"38,247","397 POST RD E
CT 06880-4401
(41.140163, -73.351807)",397 POST RD E,WESTPORT,CT,"397 POST RD E, WESTPORT, CT",06880-4401,Match,"-73.35188,41.1402",-73.35188,41.1402,Fairfield,Red,Tiny,A,1
504,RITE AID  #4092,203-468-1039,PCY.0002132,"518,168","645 FOXON RD
CT 06513-1951
(41.321908, -72.85054)",645 FOXON RD,EAST HAVEN,CT,"645 FOXON RD, EAST HAVEN, CT",06513-1951,Match,"-72.85096,41.321938",-72.85096,41.321938,New Haven County,Green,Tiny,E,5
505,BEACON PRESCRIPTIONS,(860) 225-6487,PCY.0000332,"37,123","543 W MAIN ST
CT 06053-3915
(41.665728, -72.800391)",543 W MAIN ST,NEW BRITAIN,CT,"543 W MAIN ST, NEW BRITAIN, CT",06053-3915,Match,"-72.800644,41.665787",-72.800644,41.665787,Hartford County,Orange,Tiny,B,2
506,CVS PHARMACY #1897,(203) 426-2595,PCY.0001625,"182,374","6 QUEEN ST
CT 06470-2146
(41.412899, -73.30295)",6 QUEEN ST,NEWTOWN,CT,"6 QUEEN ST, NEWTOWN, CT",06470-2146,Match,"-73.303116,41.413063",-73.303116,41.413063,Fairfield,Red,Tiny,A,1
507,HANCOCK PHARMACY VI,(203) 734-8900,PCY.0002176,"924,696","95 WAKELEE AVE
CT 06401-1151
(41.338549, -73.090174)",95 WAKELEE AVE,ANSONIA,CT,"95 WAKELEE AVE, ANSONIA, CT",06401-1151,Match,"-73.090324,41.340023",-73.090324,41.340023,New Haven County,Green,Tiny,E,5
508,HANCOCK'S PHARMACY AND SURGICAL CENTER,(203) 235-6323,PCY.0000897,"37,770","840 E MAIN ST
CT 06450-6008
(41.528321, -72.775253)",840 E MAIN ST,MERIDEN,CT,"840 E MAIN ST, MERIDEN, CT",06450-6008,Match,"-72.77519,41.528328",-72.77519,41.528328,New Haven County,Green,Tiny,E,5
509,WAL-MART PHARMACY #10-5294,(203) 301-0559,PCY.0002091,"472,003","1365 BOSTON POST RD
CT 06460-2755
(41.240267, -73.033791)",1365 BOSTON POST RD,MILFORD,CT,"1365 BOSTON POST RD, MILFORD, CT",06460-2755,Match,"-73.03386,41.240387",-73.03386,41.240387,New Haven County,Green,Tiny,E,5
510,WALGREENS #12058,(860) 774-0490,PCY.0002150,"890,582","1093 N MAIN ST
CT 06241-2124
(41.840903, -71.876621)",1093 N MAIN ST,DAYVILLE,CT,"1093 N MAIN ST, DAYVILLE, CT",06241-2124,Match,"-71.87652,41.83714",-71.87652,41.83714,Windham County,Grey,Big,L,8
511,STOP & SHOP PHARMACY #618,(203) 755-5814,PCY.0001439,"245,847","410 REIDVILLE DR
CT 06705-2660
(41.5388, -72.999166)",410 REIDVILLE DR,WATERBURY,CT,"410 REIDVILLE DR, WATERBURY, CT",06705-2660,Match,"-73.00953,41.53934",-73.00953,41.53934,New Haven County,Green,Tiny,E,5
512,CVS  #3719,203-363-0627,PCY.0002184,"944,177","11 FOREST ST
CT 06901-1877
(41.056934, -73.537152)",11 FOREST ST,STAMFORD,CT,"11 FOREST ST, STAMFORD, CT",06901-1877,Match,"-73.537476,41.057026",-73.537476,41.057026,Fairfield,Red,Tiny,A,1
513,RELIANT  PHARMACY,(203) 262-8000,PCY.0002189,"949,798","200 MAIN ST S
CT 06488-4250
(41.475579, -73.218911)",200 MAIN ST S,SOUTHBURY,CT,"200 MAIN ST S, SOUTHBURY, CT",06488-4250,Match,"-73.219185,41.475266",-73.219185,41.475266,New Haven County,Green,Tiny,E,5
515,CVS PHARMACY #718,(203) 735-7837,PCY.0001239,"38,243","24 PERSHING DR
CT 06401-2214
(41.33337, -73.083826)",24 PERSHING DR,ANSONIA,CT,"24 PERSHING DR, ANSONIA, CT",06401-2214,Match,"-73.08494,41.33018",-73.08494,41.33018,New Haven County,Green,Tiny,E,5
516,CVS PHARMACY #2210,(203) 698-4005,PCY.0001627,"181,999","1239 E PUTNAM AVE
CT 06878-1522
(41.041815, -73.577693)",1239 E PUTNAM AVE,RIVERSIDE,CT,"1239 E PUTNAM AVE, RIVERSIDE, CT",06878-1522,Match,"-73.57959,41.041584",-73.57959,41.041584,Fairfield,Red,Tiny,A,1
517,STOP & SHOP #610,(860) 956-0477,PCY.0001391,"283,272","1380 BERLIN TPKE
CT 06109-1093
(41.716934, -72.696077)",1380 BERLIN TPKE,WETHERSFIELD,CT,"1380 BERLIN TPKE, WETHERSFIELD, CT",06109-1093,Match,"-72.69412,41.720856",-72.69412,41.720856,Hartford County,Orange,Tiny,B,2
518,COMMUNITY CARE PHARMACY INC,(860) 560-2000,PCY.0002272,"1,170,519","408 NEW BRITAIN AVE
CT 06106-3832
(41.740047, -72.696253)",408 NEW BRITAIN AVE,HARTFORD,CT,"408 NEW BRITAIN AVE, HARTFORD, CT",06106-3832,Match,"-72.696526,41.739906",-72.696526,41.739906,Hartford County,Orange,Tiny,B,2
519,HOPMEADOW APOTHECARY,(860)651-3331,PCY.0001100,"38,004","1300 HOPMEADOW ST
CT 06070-1411
(41.901298, -72.786252)",1300 HOPMEADOW ST,SIMSBURY,CT,"1300 HOPMEADOW ST, SIMSBURY, CT",06070-1411,Match,"-72.786476,41.899677",-72.786476,41.899677,Hartford County,Orange,Tiny,B,2
520,CVS PHARMACY #1109,(203) 794-9500,PCY.0001380,"38,679","7 DURANT AVE
CT 06801-1906
(41.373509, -73.414344)",7 DURANT AVE,BETHEL,CT,"7 DURANT AVE, BETHEL, CT",06801-1906,Match,"-73.41724,41.37738",-73.41724,41.37738,Fairfield,Red,Tiny,A,1
522,STOP & SHOP PHARMACY #644,(203) 797-8476,PCY.0001375,"38,675","44 LAKE AVENUE EXT
CT 06811-5244
(41.38654, -73.487638)",44 LAKE AVENUE EXT,DANBURY,CT,"44 LAKE AVENUE EXT, DANBURY, CT",06811-5244,Match,"-73.486374,41.386013",-73.486374,41.386013,Fairfield,Red,Tiny,A,1
523,CVS PHARMACY #1910,(860) 646-4510,PCY.0000993,"37,797","260 N MAIN ST
CT 06042-2004
(41.794955, -72.52636)",260 N MAIN ST,MANCHESTER,CT,"260 N MAIN ST, MANCHESTER, CT",06042-2004,Match,"-72.52354,41.784824",-72.52354,41.784824,Hartford County,Orange,Tiny,B,2
524,WAL-MART PHARMACY #10-2965,(860) 667-0152,PCY.0001786,"284,623","3164 BERLIN TPKE
CT 06111-4627
(41.663091, -72.721341)",3164 BERLIN TPKE,NEWINGTON,CT,"3164 BERLIN TPKE, NEWINGTON, CT",06111-4627,Match,"-72.721695,41.66243",-72.721695,41.66243,Hartford County,Orange,Tiny,B,2
525,CVS PHARMACY #2151,(203) 255-0060,PCY.0002212,"994,573","330 GRASMERE AVE
CT 06824-6102
(41.156702, -73.241511)",330 GRASMERE AVE,FAIRFIELD,CT,"330 GRASMERE AVE, FAIRFIELD, CT",06824-6102,Match,"-73.24296,41.1582",-73.24296,41.1582,Fairfield,Red,Tiny,A,1
526,STOP & SHOP PHARMACY #619,(860) 688-1744,PCY.0001597,"171,992","1095 KENNEDY RD
CT 06095-1339
(41.894047, -72.650724)",1095 KENNEDY RD,WINDSOR,CT,"1095 KENNEDY RD, WINDSOR, CT",06095-1339,Match,"-72.65022,41.893353",-72.65022,41.893353,Hartford County,Orange,Tiny,B,2
527,STOP & SHOP PHARMACY #639,2033755717,PCY.0001320,"38,464","200 E MAIN ST
CT 06614-5114
(41.20238, -73.117459)",200 E MAIN ST,STRATFORD,CT,"200 E MAIN ST, STRATFORD, CT",06614-5114,Match,"-73.11798,41.20333",-73.11798,41.20333,Fairfield,Red,Tiny,A,1
528,SERAFINO'S PHARMCY INC,(860) 628-7979,PCY.0000495,"37,335","36 N MAIN ST
CT 06489-2517
(41.602656, -72.878252)",36 N MAIN ST,SOUTHINGTON,CT,"36 N MAIN ST, SOUTHINGTON, CT",06489-2517,Match,"-72.87823,41.60079",-72.87823,41.60079,Hartford County,Orange,Tiny,B,2
529,CVS PHARMACY #0943,(860) 456-5931,PCY.0001713,"217,504","1200 MAIN ST
CT 06226-1908
(41.713915, -72.224943)",1200 MAIN ST,WILLIMANTIC,CT,"1200 MAIN ST, WILLIMANTIC, CT",06226-1908,Match,"-72.22421,41.71378",-72.22421,41.71378,Windham County,Grey,Big,L,8
530,"DIXWELL PHARMACY, LLC",(203) 281-6571,PCY.0000382,"37,314","2380 DIXWELL AVE
CT 06514-1847
(41.376122, -72.915735)",2380 DIXWELL AVE,HAMDEN,CT,"2380 DIXWELL AVE, HAMDEN, CT",06514-1847,Match,"-72.916016,41.375",-72.916016,41.375,New Haven County,Green,Tiny,E,5
533,COMMUNITY HEALTH PHARMACY LLC,(203) 645-1450,PCY.0002341,"1,377,032","210 DIXWELL AVE
CT 06511-3416
(41.318733, -72.933813)",210 DIXWELL AVE,NEW HAVEN,CT,"210 DIXWELL AVE, NEW HAVEN, CT",06511-3416,Match,"-72.93378,41.31848",-72.93378,41.31848,New Haven County,Green,Tiny,E,5
534,WALGREENS #15465,(860) 595-1813,PCY.0002259,"1,142,987","100 RETREAT AVE
CT 06106-2528
(41.753267, -72.678849)",100 RETREAT AVE STE 102B,HARTFORD,CT,"100 RETREAT AVE STE 102B, HARTFORD, CT",06106-2528,Match,"-72.678696,41.753407",-72.678696,41.753407,Hartford County,Orange,Tiny,B,2
536,STOP & SHOP #667,(860) 444-6772,PCY.0001260,"241,634","117 BOSTON POST RD
CT 06385-2400
(41.34205, -72.124278)",117 BOSTON POST RD,WATERFORD,CT,"117 BOSTON POST RD, WATERFORD, CT",06385-2400,Match,"-72.12577,41.342197",-72.12577,41.342197,New London County,Black,Mid,F,6
537,GREENWICH PHARMACY LLC,(203)6612721,PCY.0002186,"947,070","116 GREENWICH AVE
CT 06830-5504
(41.028979, -73.626347)",116 GREENWICH AVE,GREENWICH,CT,"116 GREENWICH AVE, GREENWICH, CT",06830-5504,Match,"-73.62636,41.029057",-73.62636,41.029057,Fairfield,Red,Tiny,A,1
539,MCQUADE'S PHARMACY INC,(860) 536-4606,PCY.0001547,"283,469","10 CLARA DR
CT 06355-1957
(41.37216, -71.954736)",10 CLARA DR,MYSTIC,CT,"10 CLARA DR, MYSTIC, CT",06355-1957,Match,"-71.954704,41.372322",-71.954704,41.372322,New London County,Black,Mid,F,6
540,CVS/PHARMACY #17137,(203) 306-5064,PCY.0002035,"428,243","1191 BOSTON POST RD
CT 06460-2763
(41.235868, -73.039575)",1191 BOSTON POST RD,MILFORD,CT,"1191 BOSTON POST RD, MILFORD, CT",06460-2763,Match,"-73.04041,41.235302",-73.04041,41.235302,New Haven County,Green,Tiny,E,5
541,RITE AID  #667,(203)734-3152,PCY.0001022,"225,195","404 MAIN ST
CT 06401-2307
(41.339991, -73.077994)",404 MAIN ST,ANSONIA,CT,"404 MAIN ST, ANSONIA, CT",06401-2307,Match,"-73.07805,41.34132",-73.07805,41.34132,New Haven County,Green,Tiny,E,5
542,CVS PHARMACY #7093,(203) 778-7471,PCY.0002003,"412,187","47 LAKE AVENUE EXT
CT 06811-5259
(41.386727, -73.488796)",47 LAKE AVENUE EXT,DANBURY,CT,"47 LAKE AVENUE EXT, DANBURY, CT",06811-5259,Match,"-73.48871,41.386692",-73.48871,41.386692,Fairfield,Red,Tiny,A,1
543,CHAPEL STREET PHARMACY,(203) 522-1893,PCY.0002262,"1,154,425","1245 CHAPEL ST
CT 06511-4611
(41.309443, -72.936081)",1245 CHAPEL ST,NEW HAVEN,CT,"1245 CHAPEL ST, NEW HAVEN, CT",06511-4611,Match,"-72.9362,41.309433",-72.9362,41.309433,New Haven County,Green,Tiny,E,5
545,STOP & SHOP PHARMACY #2613,860-594-7123,PCY.0001586,"172,482","206 KITTS LN
CT 06111-4250
(41.682639, -72.709468)",206 KITTS LN,NEWINGTON,CT,"206 KITTS LN, NEWINGTON, CT",06111-4250,Match,"-72.709465,41.680733",-72.709465,41.680733,Hartford County,Orange,Tiny,B,2
546,RITE AID  #10375,(203) 230-0274,PCY.0000494,"245,282","2175 DIXWELL AVE
CT 06514-2405
(41.370191, -72.918598)",2175 DIXWELL AVE,HAMDEN,CT,"2175 DIXWELL AVE, HAMDEN, CT",06514-2405,Match,"-72.918945,41.369728",-72.918945,41.369728,New Haven County,Green,Tiny,E,5
548,BIG Y PHARMACY #30,(860) 886-1301,PCY.0001975,"400,245","224 SALEM TURNPIKE
CT 06360
(41.507436, -72.123584)",224 SALEM TURNPIKE,NORWICH,CT,"224 SALEM TURNPIKE, NORWICH, CT",6360,Match,"-72.12983,41.506157",-72.12983,41.506157,New London County,Black,Mid,F,6
549,CVS/PHARMACY #17291,(860) 907-3069,PCY.0002070,"445,206","1075 KENNEDY RD
CT 06095-1308
(41.892735, -72.649854)",1075 KENNEDY RD,WINDSOR,CT,"1075 KENNEDY RD, WINDSOR, CT",06095-1308,Match,"-72.65008,41.893124",-72.65008,41.893124,Hartford County,Orange,Tiny,B,2
550,WALGREENS #06308,(203) 845-0457,PCY.0001767,"258,118","55 WESTPORT AVE
CT 06851-3931
(41.121989, -73.404265)",55 WESTPORT AVE,NORWALK,CT,"55 WESTPORT AVE, NORWALK, CT",06851-3931,Match,"-73.40518,41.121353",-73.40518,41.121353,Fairfield,Red,Tiny,A,1
551,HARTFORD PHARMACY INC,(860) 422-8888,PCY.0002255,"1,132,955","469 PARK ST
CT 06106-1519
(41.757985, -72.684862)",469 PARK ST,HARTFORD,CT,"469 PARK ST, HARTFORD, CT",06106-1519,Match,"-72.684616,41.75797",-72.684616,41.75797,Hartford County,Orange,Tiny,B,2
553,"GENOA HEALTHCARE,LLC",(860) 253-2605,PCY.0002266,"1,161,448","153 HAZARD AVE
CT 06082-4592
(41.987459, -72.557022)",153 HAZARD AVE STE 100,ENFIELD,CT,"153 HAZARD AVE STE 100, ENFIELD, CT",06082-4592,Match,"-72.55881,41.987797",-72.55881,41.987797,Hartford County,Orange,Tiny,B,2
555,WALGREENS #10119,(860) 828-6844,PCY.0001827,"327,763","980 FARMINGTON AVE
CT 06037-2219
(41.632161, -72.76199)",980 FARMINGTON AVE,BERLIN,CT,"980 FARMINGTON AVE, BERLIN, CT",06037-2219,Match,"-72.76192,41.632065",-72.76192,41.632065,Hartford County,Orange,Tiny,B,2
556,GRANBY PHARMACY LLC,(860) 653-2517,PCY.0000810,"37,564","9 HARTFORD AVE
CT 06035-2308
(41.952346, -72.78782)",9 HARTFORD AVE,GRANBY,CT,"9 HARTFORD AVE, GRANBY, CT",06035-2308,Match,"-72.7892,41.952812",-72.7892,41.952812,Hartford County,Orange,Tiny,B,2
557,WALGREENS #02410,(203) 230-0610,PCY.0001395,"241,512","1697 WHITNEY AVE
CT 06517-1928
(41.360647, -72.909431)",1697 WHITNEY AVE,HAMDEN,CT,"1697 WHITNEY AVE, HAMDEN, CT",06517-1928,Match,"-72.90932,41.361214",-72.90932,41.361214,New Haven County,Green,Tiny,E,5
558,ORONOQUE PHARMACY,2033781111,PCY.0001287,"38,446","7365 MAIN STREET
CT 06614
(41.253464, -73.100455)",7365 MAIN STREET,STRATFORD,CT,"7365 MAIN STREET, STRATFORD, CT",6614,Match,"-73.10022,41.25389",-73.10022,41.25389,Fairfield,Red,Tiny,A,1
559,WALGREENS #15590,(203) 792-2044,PCY.0001255,"38,433","95 LOCUST AVE
CT 06810-6148
(41.404723, -73.446913)",95 LOCUST AVE STE 100,DANBURY,CT,"95 LOCUST AVE STE 100, DANBURY, CT",06810-6148,Match,"-73.44704,41.40475",-73.44704,41.40475,Fairfield,Red,Tiny,A,1
560,WALGREENS #13969,(203) 777-7809,PCY.0002192,"953,048","55 PARK ST
CT 06511-5474
(41.306688, -72.935185)",55 PARK ST STE 1A,NEW HAVEN,CT,"55 PARK ST STE 1A, NEW HAVEN, CT",06511-5474,Match,"-72.93589,41.30571",-72.93589,41.30571,New Haven County,Green,Tiny,E,5
562,STOP & SHOP PHARMACY #683,(860) 355-3763,PCY.0001206,"246,250","180 DANBURY RD
CT 06776-4328
(41.550033, -73.418267)",180 DANBURY RD,NEW MILFORD,CT,"180 DANBURY RD, NEW MILFORD, CT",06776-4328,Match,"-73.41856,41.549618",-73.41856,41.549618,Litchfield County,Blue,Mid,C,3
563,SHARON PHARMACY,(860) 364-5272,PCY.0000294,"37,117","8 GAY ST
CT 06069-0116
(41.92314, -73.069718)",8 GAY ST,SHARON,CT,"8 GAY ST, SHARON, CT",06069-0116,Match,"-73.46803,41.88496",-73.46803,41.88496,Litchfield County,Blue,Mid,C,3
564,CVS PHARMACY #1941,(203) 261-1185,PCY.0001532,"137,281","511 MONROE TPKE
CT 06468-2386
(41.317523, -73.215476)",511 MONROE TPKE,MONROE,CT,"511 MONROE TPKE, MONROE, CT",06468-2386,Match,"-73.21408,41.319004",-73.21408,41.319004,Fairfield,Red,Tiny,A,1
566,CVS PHARMACY #2839,(860) 848-3202,PCY.0002126,"516,389","2005 NORWICH NEW LONDON TPKE
CT 06382-1369
(41.479553, -72.099397)",2005 NORWICH NEW LONDON TPKE,UNCASVILLE,CT,"2005 NORWICH NEW LONDON TPKE, UNCASVILLE, CT",06382-1369,Match,"-72.09935,41.479485",-72.09935,41.479485,New London County,Black,Mid,F,6
567,WALGREENS #06914,(203) 469-3016,PCY.0001943,"391,067","87 FOXON ST
CT 06513-2365
(41.319802, -72.871459)",87 FOXON ST,NEW HAVEN,CT,"87 FOXON ST, NEW HAVEN, CT",06513-2365,Match,"-72.87272,41.319576",-72.87272,41.319576,New Haven County,Green,Tiny,E,5
568,STOP & SHOP PHARMACY #659,203-798-0735,PCY.0001249,"38,431","72 NEWTOWN RD
CT 06810-6254
(41.40563, -73.419778)",72 NEWTOWN RD,DANBURY,CT,"72 NEWTOWN RD, DANBURY, CT",06810-6254,Match,"-73.41486,41.409336",-73.41486,41.409336,Fairfield,Red,Tiny,A,1
569,STOP & SHOP PHARMACY #606,860-635-6303,PCY.0001225,"38,237","35 SHUNPIKE RD
CT 06416-2414
(41.602303, -72.676099)",35 SHUNPIKE RD,CROMWELL,CT,"35 SHUNPIKE RD, CROMWELL, CT",06416-2414,Match,"-72.67608,41.60296",-72.67608,41.60296,Middlesex County,Purple,Small,D,4
570,RITE AID  #10341,(860) 824-5481,PCY.0001677,"159,990","76 MAIN ST
CT 06018-2460
(42.026712, -73.329161)",76 MAIN ST,CANAAN,CT,"76 MAIN ST, CANAAN, CT",06018-2460,Match,"-73.32931,42.026814",-73.32931,42.026814,Litchfield County,Blue,Mid,C,3
571,CVS PHARMACY #811,(203) 389-4714,PCY.0001270,"246,433","1150 WHALLEY AVE
CT 06515-1790
(41.32911, -72.968379)",1150 WHALLEY AVE,NEW HAVEN,CT,"1150 WHALLEY AVE, NEW HAVEN, CT",06515-1790,Match,"-72.9682,41.32908",-72.9682,41.32908,New Haven County,Green,Tiny,E,5
572,RITE AID  #2089,(203) 754-3636,PCY.0001696,"208,021","1030 WOLCOTT ST
CT 06705-1316
(41.569016, -73.006198)",1030 WOLCOTT ST,WATERBURY,CT,"1030 WOLCOTT ST, WATERBURY, CT",06705-1316,Match,"-73.00588,41.56944",-73.00588,41.56944,New Haven County,Green,Tiny,E,5
573,ST VINCENTS OUTPATIENT PHARMACY,(203) 576-5713,PCY.0002237,"1,065,025","2800 MAIN ST
CT 06606-4201
(41.200083, -73.202486)",2800 MAIN ST,BRIDGEPORT,CT,"2800 MAIN ST, BRIDGEPORT, CT",06606-4201,Match,"-73.20263,41.20014",-73.20263,41.20014,Fairfield,Red,Tiny,A,1
574,CVS PHARMACY #1898,(203) 698-1457,PCY.0001492,"39,108","225 SOUND BEACH AVE
CT 06870-1607
(41.031164, -73.567601)",225 SOUND BEACH AVE,OLD GREENWICH,CT,"225 SOUND BEACH AVE, OLD GREENWICH, CT",06870-1607,Match,"-73.567535,41.03099",-73.567535,41.03099,Fairfield,Red,Tiny,A,1
575,STOP & SHOP #653,(203) 254-9461,PCY.0001426,"38,886","1790 POST RD E
CT 06880-5607
(41.138347, -73.30227)",1790 POST RD E,WESTPORT,CT,"1790 POST RD E, WESTPORT, CT",06880-5607,Match,"-73.304,41.138397",-73.304,41.138397,Fairfield,Red,Tiny,A,1
577,STOP & SHOP PHARMACY #615,(860) 887-1615,PCY.0000937,"37,774","42 TOWN ST
CT 06360-2316
(41.546508, -72.091505)",42 TOWN ST,NORWICH,CT,"42 TOWN ST, NORWICH, CT",06360-2316,Match,"-72.09018,41.545906",-72.09018,41.545906,New London County,Black,Mid,F,6
578,RITE AID  # 6599,(860) 276-8511,PCY.0002146,"889,150","500 QUEEN ST
CT 06489-1801
(41.630224, -72.873755)",500 QUEEN ST,SOUTHINGTON,CT,"500 QUEEN ST, SOUTHINGTON, CT",06489-1801,Match,"-72.87363,41.631218",-72.87363,41.631218,Hartford County,Orange,Tiny,B,2
579,RITE AID  #10352,(860) 447-0661,PCY.0001138,"38,022","280 BROAD ST
CT 06320-5227
(41.360937, -72.109521)",280 BROAD ST,NEW LONDON,CT,"280 BROAD ST, NEW LONDON, CT",06320-5227,Match,"-72.10954,41.36096",-72.10954,41.36096,New London County,Black,Mid,F,6
580,STOP & SHOP #688,(860) 388-6461,PCY.0001357,"249,867","105 ELM ST
CT 06475-4132
(41.357567, -72.726967)",105 ELM ST,OLD SAYBROOK,CT,"105 ELM ST, OLD SAYBROOK, CT",06475-4132,Match,"-72.38311,41.295082",-72.38311,41.295082,Middlesex County,Purple,Small,D,4
581,"GENOA HEALTHCARE, LLC",(860) 785-6052,PCY.0002309,"1,273,736","287 MAIN ST
CT 06118-1885
(41.742639, -72.632662)",287 MAIN ST STE A-2,EAST HARTFORD,CT,"287 MAIN ST STE A-2, EAST HARTFORD, CT",06118-1885,Match,"-72.63261,41.742416",-72.63261,41.742416,Hartford County,Orange,Tiny,B,2
